LAT,LON,UTCTIMESOD,THICK,ELEVATION,FRAME,SURFACE,BOTTOM,QUALITY
75.304649,-42.491526,46361.8658,3054.76,3489.5358,2002051801002,554.53,3609.29,1
75.304534,-42.491797,46361.9683,3056.44,3489.5413,2002051801002,554.54,3610.98,1
75.304418,-42.492069,46362.0709,3057.30,3489.5410,2002051801002,554.54,3611.84,1
75.304303,-42.492340,46362.1735,3057.27,3489.5381,2002051801002,554.54,3611.82,1
75.304188,-42.492611,46362.2761,3056.69,3489.5353,2002051801002,554.54,3611.23,1
75.304072,-42.492882,46362.3787,3055.75,3489.5324,2002051801002,554.53,3610.27,1
75.303957,-42.493154,46362.4813,3054.53,3489.5295,2002051801002,554.53,3609.06,1
75.303842,-42.493425,46362.5839,3053.19,3489.5167,2002051801002,554.52,3607.71,1
75.303726,-42.493696,46362.6865,3051.84,3489.5018,2002051801002,554.51,3606.35,1
75.303611,-42.493967,46362.7891,3050.58,3489.4868,2002051801002,554.49,3605.07,1
75.303496,-42.494239,46362.8917,3049.54,3489.4718,2002051801002,554.48,3604.02,1
75.303380,-42.494510,46362.9943,3048.83,3489.4568,2002051801002,554.46,3603.29,1
75.303265,-42.494781,46363.0971,3048.56,3489.4366,2002051801002,554.43,3602.99,1
75.303150,-42.495053,46363.1998,3048.68,3489.4160,2002051801002,554.42,3603.10,1
75.303035,-42.495324,46363.3026,3049.03,3489.3955,2002051801002,554.40,3603.43,1
75.302919,-42.495596,46363.4053,3049.55,3489.3749,2002051801002,554.37,3603.92,1
75.302804,-42.495867,46363.5081,3050.16,3489.3542,2002051801002,554.35,3604.52,1
75.302689,-42.496138,46363.6107,3050.82,3489.3314,2002051801002,554.33,3605.15,1
75.302573,-42.496410,46363.7133,3051.48,3489.3086,2002051801002,554.31,3605.79,1
75.302458,-42.496681,46363.8159,3052.07,3489.2859,2002051801002,554.28,3606.35,1
75.302343,-42.496952,46363.9185,3052.54,3489.2631,2002051801002,554.26,3606.81,1
75.302227,-42.497223,46364.0211,3052.85,3489.2418,2002051801002,554.24,3607.09,1
75.302112,-42.497494,46364.1238,3052.94,3489.2264,2002051801002,554.22,3607.17,1
75.301997,-42.497765,46364.2264,3052.86,3489.2110,2002051801002,554.20,3607.06,1
75.301881,-42.498036,46364.3290,3052.66,3489.1957,2002051801002,554.16,3606.83,1
75.301766,-42.498307,46364.4316,3052.40,3489.1803,2002051801002,554.09,3606.49,1
75.301651,-42.498578,46364.5342,3052.06,3489.1648,2002051801002,554.04,3606.09,1
75.301535,-42.498849,46364.6369,3051.68,3489.1492,2002051801002,554.01,3605.69,1
75.301420,-42.499120,46364.7395,3051.30,3489.1336,2002051801002,554.01,3605.30,1
75.301304,-42.499391,46364.8421,3050.95,3489.1180,2002051801002,554.03,3604.98,1
75.301189,-42.499662,46364.9448,3050.68,3489.1024,2002051801002,554.05,3604.73,1
75.301074,-42.499933,46365.0474,3050.57,3489.0836,2002051801002,553.99,3604.56,1
75.300958,-42.500203,46365.1499,3050.65,3489.0610,2002051801002,553.85,3604.49,1
75.300843,-42.500473,46365.2524,3050.83,3489.0385,2002051801002,553.73,3604.56,1
75.300727,-42.500744,46365.3550,3051.10,3489.0159,2002051801002,553.64,3604.74,1
75.300612,-42.501014,46365.4575,3051.43,3488.9933,2002051801002,553.57,3604.99,1
75.300496,-42.501284,46365.5601,3051.79,3488.9661,2002051801002,553.51,3605.30,1
75.300381,-42.501555,46365.6628,3052.18,3488.9355,2002051801002,553.47,3605.64,1
75.300266,-42.501825,46365.7655,3052.56,3488.9049,2002051801002,553.43,3606.00,1
75.300150,-42.502096,46365.8682,3052.95,3488.8743,2002051801002,553.37,3606.31,1
75.300035,-42.502366,46365.9709,3053.30,3488.8437,2002051801002,553.29,3606.59,1
75.299919,-42.502636,46366.0736,3053.60,3488.8231,2002051801002,553.19,3606.79,1
75.299804,-42.502906,46366.1762,3053.86,3488.8065,2002051801002,553.08,3606.94,1
75.299688,-42.503176,46366.2788,3054.13,3488.7898,2002051801002,552.97,3607.10,1
75.299573,-42.503445,46366.3814,3054.39,3488.7732,2002051801002,552.87,3607.27,1
75.299457,-42.503715,46366.4841,3054.60,3488.7566,2002051801002,552.87,3607.47,1
75.299341,-42.503984,46366.5866,3054.78,3488.7363,2002051801002,552.89,3607.67,1
75.299226,-42.504253,46366.6892,3054.95,3488.7154,2002051801002,552.88,3607.84,1
75.299110,-42.504522,46366.7917,3055.12,3488.6945,2002051801002,552.85,3607.97,1
75.298994,-42.504791,46366.8942,3055.26,3488.6736,2002051801002,552.80,3608.07,1
75.298879,-42.505060,46366.9968,3055.38,3488.6527,2002051801002,552.73,3608.12,1
75.298763,-42.505327,46367.0993,3055.44,3488.6337,2002051801002,552.66,3608.09,1
75.298647,-42.505595,46367.2018,3055.23,3488.6149,2002051801002,552.62,3607.85,1
75.298531,-42.505862,46367.3044,3054.60,3488.5960,2002051801002,552.60,3607.20,1
75.298415,-42.506130,46367.4069,3053.64,3488.5771,2002051801002,552.57,3606.21,1
75.298299,-42.506398,46367.5094,3052.47,3488.5582,2002051801002,552.56,3605.03,1
75.298183,-42.506665,46367.6120,3051.20,3488.5387,2002051801002,552.54,3603.74,1
75.298067,-42.506932,46367.7146,3049.94,3488.5192,2002051801002,552.52,3602.46,1
75.297952,-42.507199,46367.8172,3048.81,3488.4997,2002051801002,552.50,3601.31,1
75.297836,-42.507466,46367.9198,3047.91,3488.4802,2002051801002,552.48,3600.39,1
75.297720,-42.507733,46368.0224,3047.37,3488.4593,2002051801002,552.46,3599.83,1
75.297604,-42.507999,46368.1249,3047.22,3488.4330,2002051801002,552.43,3599.66,1
75.297487,-42.508265,46368.2275,3047.32,3488.4068,2002051801002,552.40,3599.72,1
75.297371,-42.508531,46368.3301,3047.47,3488.3805,2002051801002,552.38,3599.85,1
75.297255,-42.508796,46368.4327,3047.68,3488.3542,2002051801002,552.36,3600.04,1
75.297139,-42.509062,46368.5352,3047.92,3488.3296,2002051801002,552.33,3600.25,1
75.297023,-42.509327,46368.6378,3048.20,3488.3081,2002051801002,552.30,3600.50,1
75.296906,-42.509591,46368.7403,3048.49,3488.2865,2002051801002,552.29,3600.78,1
75.296790,-42.509856,46368.8428,3048.79,3488.2650,2002051801002,552.27,3601.06,1
75.296674,-42.510121,46368.9454,3049.09,3488.2435,2002051801002,552.24,3601.34,1
75.296558,-42.510385,46369.0480,3049.38,3488.2216,2002051801002,552.22,3601.60,1
75.296441,-42.510649,46369.1506,3049.65,3488.1995,2002051801002,552.20,3601.85,1
75.296325,-42.510913,46369.2533,3049.92,3488.1773,2002051801002,552.18,3602.10,1
75.296208,-42.511177,46369.3559,3050.19,3488.1551,2002051801002,552.15,3602.35,1
75.296092,-42.511441,46369.4586,3050.47,3488.1329,2002051801002,552.13,3602.61,1
75.295975,-42.511703,46369.5612,3050.76,3488.1087,2002051801002,552.11,3602.87,1
75.295859,-42.511965,46369.6637,3051.06,3488.0831,2002051801002,552.09,3603.15,1
75.295742,-42.512227,46369.7662,3051.36,3488.0574,2002051801002,552.06,3603.42,1
75.295625,-42.512489,46369.8687,3051.69,3488.0318,2002051801002,552.03,3603.72,1
75.295509,-42.512752,46369.9712,3052.03,3488.0062,2002051801002,552.00,3604.03,1
75.295392,-42.513013,46370.0738,3052.39,3487.9779,2002051801002,551.97,3604.36,1
75.295275,-42.513273,46370.1763,3052.77,3487.9486,2002051801002,551.95,3604.73,1
75.295158,-42.513534,46370.2788,3053.20,3487.9193,2002051801002,551.92,3605.12,1
75.295041,-42.513794,46370.3813,3053.65,3487.8899,2002051801002,551.89,3605.55,1
75.294924,-42.514055,46370.4838,3054.13,3487.8606,2002051801002,551.86,3606.00,1
75.294807,-42.514314,46370.5864,3054.64,3487.8304,2002051801002,551.83,3606.48,1
75.294690,-42.514574,46370.6889,3055.16,3487.8001,2002051801002,551.80,3606.96,1
75.294573,-42.514833,46370.7914,3055.69,3487.7697,2002051801002,551.77,3607.46,1
75.294456,-42.515092,46370.8939,3056.22,3487.7394,2002051801002,551.74,3607.96,1
75.294339,-42.515351,46370.9964,3056.74,3487.7091,2002051801002,551.72,3608.45,1
75.294222,-42.515609,46371.0990,3057.25,3487.6888,2002051801002,551.69,3608.94,1
75.294104,-42.515866,46371.2015,3057.79,3487.6689,2002051801002,551.67,3609.46,1
75.293987,-42.516124,46371.3041,3058.38,3487.6490,2002051801002,551.64,3610.03,1
75.293870,-42.516381,46371.4066,3059.03,3487.6291,2002051801002,551.63,3610.66,1
75.293753,-42.516639,46371.5091,3059.69,3487.6091,2002051801002,551.61,3611.30,1
75.293635,-42.516894,46371.6116,3060.33,3487.5876,2002051801002,551.58,3611.91,1
75.293517,-42.517150,46371.7140,3060.92,3487.5661,2002051801002,551.57,3612.49,1
75.293400,-42.517405,46371.8165,3061.43,3487.5445,2002051801002,551.55,3612.98,1
75.293282,-42.517661,46371.9189,3061.84,3487.5230,2002051801002,551.52,3613.37,1
75.293164,-42.517916,46372.0214,3062.11,3487.4998,2002051801002,551.51,3613.62,1
75.293047,-42.518170,46372.1238,3062.23,3487.4703,2002051801002,551.48,3613.71,1
75.292929,-42.518423,46372.2263,3062.25,3487.4408,2002051801002,551.45,3613.70,1
75.292811,-42.518677,46372.3288,3062.27,3487.4113,2002051801002,551.42,3613.69,1
75.292693,-42.518931,46372.4312,3062.29,3487.3818,2002051801002,551.39,3613.67,1
75.292575,-42.519184,46372.5337,3062.30,3487.3497,2002051801002,551.35,3613.65,1
75.292457,-42.519436,46372.6363,3062.31,3487.3121,2002051801002,551.31,3613.62,1
75.292339,-42.519687,46372.7388,3062.32,3487.2746,2002051801002,551.28,3613.59,1
75.292221,-42.519939,46372.8413,3062.32,3487.2371,2002051801002,551.24,3613.56,1
75.292103,-42.520191,46372.9438,3062.32,3487.1996,2002051801002,551.20,3613.52,1
75.291984,-42.520442,46373.0463,3062.32,3487.1635,2002051801002,551.16,3613.48,1
75.291866,-42.520691,46373.1487,3062.27,3487.1293,2002051801002,551.13,3613.40,1
75.291748,-42.520941,46373.2512,3062.06,3487.0951,2002051801002,551.10,3613.16,1
75.291629,-42.521190,46373.3536,3061.66,3487.0609,2002051801002,551.06,3612.72,1
75.291511,-42.521440,46373.4560,3061.13,3487.0267,2002051801002,551.03,3612.16,1
75.291392,-42.521688,46373.5585,3060.52,3486.9946,2002051801002,551.00,3611.52,1
75.291274,-42.521935,46373.6610,3059.90,3486.9640,2002051801002,550.97,3610.86,1
75.291155,-42.522183,46373.7636,3059.29,3486.9335,2002051801002,550.94,3610.23,1
75.291036,-42.522430,46373.8661,3058.78,3486.9029,2002051801002,550.91,3609.68,1
75.290917,-42.522677,46373.9686,3058.41,3486.8724,2002051801002,550.88,3609.28,1
75.290798,-42.522923,46374.0711,3058.22,3486.8485,2002051801002,550.85,3609.07,1
75.290679,-42.523168,46374.1735,3058.22,3486.8276,2002051801002,550.83,3609.05,1
75.290560,-42.523413,46374.2760,3058.32,3486.8067,2002051801002,550.80,3609.12,1
75.290441,-42.523657,46374.3784,3058.46,3486.7858,2002051801002,550.79,3609.25,1
75.290322,-42.523902,46374.4809,3058.66,3486.7649,2002051801002,550.77,3609.43,1
75.290203,-42.524145,46374.5833,3058.87,3486.7528,2002051801002,550.75,3609.62,1
75.290083,-42.524387,46374.6857,3059.08,3486.7428,2002051801002,550.74,3609.82,1
75.289964,-42.524630,46374.7881,3059.28,3486.7328,2002051801002,550.73,3610.01,1
75.289845,-42.524872,46374.8905,3059.46,3486.7227,2002051801002,550.72,3610.17,1
75.289725,-42.525114,46374.9929,3059.58,3486.7127,2002051801002,550.71,3610.29,1
75.289606,-42.525354,46375.0954,3059.64,3486.6946,2002051801002,550.70,3610.34,1
75.289486,-42.525594,46375.1978,3059.53,3486.6760,2002051801002,550.68,3610.21,1
75.289366,-42.525834,46375.3003,3059.12,3486.6573,2002051801002,550.65,3609.77,1
75.289247,-42.526074,46375.4028,3058.44,3486.6387,2002051801002,550.64,3609.08,1
75.289127,-42.526313,46375.5053,3057.58,3486.6197,2002051801002,550.62,3608.20,1
75.289007,-42.526550,46375.6076,3056.64,3486.5945,2002051801002,550.59,3607.23,1
75.288887,-42.526786,46375.7099,3055.69,3486.5694,2002051801002,550.56,3606.26,1
75.288766,-42.527023,46375.8122,3054.81,3486.5442,2002051801002,550.55,3605.35,1
75.288646,-42.527259,46375.9146,3054.08,3486.5190,2002051801002,550.52,3604.60,1
75.288526,-42.527496,46376.0169,3053.59,3486.4959,2002051801002,550.49,3604.08,1
75.288406,-42.527729,46376.1193,3053.42,3486.4830,2002051801002,550.48,3603.90,1
75.288285,-42.527963,46376.2217,3053.61,3486.4701,2002051801002,550.47,3604.08,1
75.288165,-42.528197,46376.3241,3054.17,3486.4572,2002051801002,550.46,3604.63,1
75.288044,-42.528431,46376.4266,3055.02,3486.4443,2002051801002,550.44,3605.47,1
75.287924,-42.528664,46376.5290,3056.13,3486.4307,2002051801002,550.43,3606.56,1
75.287803,-42.528895,46376.6314,3057.43,3486.4156,2002051801002,550.41,3607.84,1
75.287682,-42.529126,46376.7338,3058.85,3486.4004,2002051801002,550.40,3609.25,1
75.287561,-42.529357,46376.8362,3060.36,3486.3852,2002051801002,550.38,3610.74,1
75.287440,-42.529588,46376.9386,3061.88,3486.3701,2002051801002,550.37,3612.25,1
75.287319,-42.529817,46377.0409,3063.37,3486.3561,2002051801002,550.35,3613.72,1
75.287198,-42.530044,46377.1432,3064.83,3486.3438,2002051801002,550.34,3615.17,1
75.287077,-42.530271,46377.2455,3066.50,3486.3315,2002051801002,550.33,3616.82,1
75.286956,-42.530499,46377.3477,3068.49,3486.3193,2002051801002,550.32,3618.81,1
75.286834,-42.530726,46377.4500,3070.69,3486.3070,2002051801002,550.31,3621.00,1
75.286713,-42.530952,46377.5524,3072.95,3486.2980,2002051801002,550.30,3623.25,1
75.286591,-42.531176,46377.6548,3075.17,3486.2920,2002051801002,550.29,3625.46,1
75.286469,-42.531400,46377.7572,3077.21,3486.2861,2002051801002,550.28,3627.49,1
75.286348,-42.531624,46377.8596,3078.93,3486.2801,2002051801002,550.28,3629.21,1
75.286226,-42.531848,46377.9620,3080.22,3486.2742,2002051801002,550.27,3630.49,1
75.286104,-42.532069,46378.0643,3080.93,3486.2732,2002051801002,550.27,3631.20,1
75.285982,-42.532290,46378.1666,3081.10,3486.2750,2002051801002,550.27,3631.37,1
75.285860,-42.532510,46378.2689,3081.08,3486.2768,2002051801002,550.27,3631.36,1
75.285738,-42.532730,46378.3712,3081.06,3486.2787,2002051801002,550.28,3631.34,1
75.285616,-42.532950,46378.4734,3081.03,3486.2805,2002051801002,550.28,3631.32,1
75.285493,-42.533168,46378.5758,3081.01,3486.2859,2002051801002,550.28,3631.29,1
75.285371,-42.533385,46378.6782,3080.97,3486.2924,2002051801002,550.29,3631.26,1
75.285248,-42.533602,46378.7806,3080.94,3486.2990,2002051801002,550.30,3631.24,1
75.285126,-42.533819,46378.8830,3080.94,3486.3055,2002051801002,550.26,3631.20,1
75.285004,-42.534036,46378.9854,3080.98,3486.3121,2002051801002,550.12,3631.10,1
75.284881,-42.534249,46379.0876,3081.01,3486.3198,2002051801002,549.98,3630.99,1
75.284758,-42.534462,46379.1899,3081.10,3486.3278,2002051801002,549.84,3630.94,1
75.284635,-42.534675,46379.2922,3081.38,3486.3358,2002051801002,549.69,3631.07,1
75.284512,-42.534888,46379.3945,3081.82,3486.3438,2002051801002,549.54,3631.36,1
75.284389,-42.535101,46379.4967,3082.35,3486.3517,2002051801002,549.42,3631.77,1
75.284266,-42.535311,46379.5990,3082.92,3486.3605,2002051801002,549.36,3632.28,1
75.284142,-42.535520,46379.7013,3083.47,3486.3693,2002051801002,549.37,3632.84,1
75.284019,-42.535730,46379.8035,3084.00,3486.3781,2002051801002,549.37,3633.37,1
75.283896,-42.535939,46379.9058,3084.48,3486.3869,2002051801002,549.39,3633.87,1
75.283772,-42.536148,46380.0080,3084.85,3486.3951,2002051801002,549.40,3634.25,1
75.283649,-42.536354,46380.1103,3085.06,3486.3959,2002051801002,549.40,3634.46,1
75.283525,-42.536559,46380.2126,3085.15,3486.3967,2002051801002,549.40,3634.55,1
75.283401,-42.536765,46380.3149,3085.21,3486.3975,2002051801002,549.40,3634.61,1
75.283277,-42.536971,46380.4172,3085.28,3486.3983,2002051801002,549.40,3634.68,1
75.283153,-42.537175,46380.5195,3085.34,3486.3995,2002051801002,549.40,3634.74,1
75.283029,-42.537377,46380.6218,3085.38,3486.4019,2002051801002,549.40,3634.78,1
75.282905,-42.537579,46380.7240,3085.42,3486.4044,2002051801002,549.40,3634.82,1
75.282781,-42.537780,46380.8263,3085.46,3486.4068,2002051801002,549.40,3634.86,1
75.282657,-42.537982,46380.9286,3085.48,3486.4093,2002051801002,549.41,3634.89,1
75.282532,-42.538182,46381.0308,3085.49,3486.4122,2002051801002,549.41,3634.91,1
75.282408,-42.538380,46381.1330,3085.50,3486.4161,2002051801002,549.41,3634.91,1
75.282283,-42.538577,46381.2351,3085.50,3486.4199,2002051801002,549.42,3634.92,1
75.282159,-42.538774,46381.3373,3085.49,3486.4238,2002051801002,549.43,3634.92,1
75.282034,-42.538971,46381.4394,3085.50,3486.4277,2002051801002,549.43,3634.93,1
75.281909,-42.539167,46381.5416,3085.50,3486.4362,2002051801002,549.43,3634.93,1
75.281784,-42.539360,46381.6439,3085.50,3486.4513,2002051801002,549.45,3634.95,1
75.281659,-42.539554,46381.7462,3085.50,3486.4664,2002051801002,549.46,3634.96,1
75.281534,-42.539747,46381.8484,3085.50,3486.4816,2002051801002,549.48,3634.98,1
75.281409,-42.539941,46381.9507,3085.50,3486.4967,2002051801002,549.49,3634.99,1
75.281284,-42.540132,46382.0529,3085.50,3486.5120,2002051801002,549.51,3635.01,1
75.281159,-42.540321,46382.1551,3085.49,3486.5276,2002051801002,549.52,3635.02,1
75.281033,-42.540510,46382.2572,3085.49,3486.5431,2002051801002,549.54,3635.03,1
75.280908,-42.540699,46382.3593,3085.48,3486.5586,2002051801002,549.55,3635.03,1
75.280782,-42.540888,46382.4615,3085.47,3486.5741,2002051801002,549.57,3635.04,1
75.280657,-42.541074,46382.5636,3085.46,3486.5847,2002051801002,549.58,3635.05,1
75.280531,-42.541259,46382.6657,3085.45,3486.5923,2002051801002,549.59,3635.04,1
75.280405,-42.541444,46382.7679,3085.44,3486.5998,2002051801002,549.60,3635.04,1
75.280279,-42.541629,46382.8700,3085.43,3486.6074,2002051801002,549.61,3635.04,1
75.280153,-42.541815,46382.9721,3085.41,3486.6149,2002051801002,549.61,3635.02,1
75.280027,-42.541997,46383.0744,3085.39,3486.6289,2002051801002,549.63,3635.02,1
75.279901,-42.542178,46383.1766,3085.31,3486.6453,2002051801002,549.64,3634.95,1
75.279775,-42.542360,46383.2789,3085.05,3486.6616,2002051801002,549.66,3634.71,1
75.279649,-42.542541,46383.3811,3084.63,3486.6780,2002051801002,549.67,3634.30,1
75.279523,-42.542723,46383.4834,3084.08,3486.6943,2002051801002,549.69,3633.77,1
75.279396,-42.542900,46383.5855,3083.46,3486.7173,2002051801002,549.72,3633.17,1
75.279269,-42.543078,46383.6875,3082.82,3486.7416,2002051801002,549.74,3632.56,1
75.279143,-42.543255,46383.7896,3082.21,3486.7659,2002051801002,549.77,3631.98,1
75.279016,-42.543432,46383.8916,3081.70,3486.7902,2002051801002,549.79,3631.50,1
75.278890,-42.543609,46383.9937,3081.34,3486.8145,2002051801002,549.81,3631.15,1
75.278763,-42.543783,46384.0958,3081.16,3486.8386,2002051801002,549.84,3631.00,1
75.278636,-42.543956,46384.1979,3081.14,3486.8627,2002051801002,549.86,3631.00,1
75.278509,-42.544130,46384.3001,3081.18,3486.8868,2002051801002,549.89,3631.07,1
75.278382,-42.544304,46384.4022,3081.25,3486.9109,2002051801002,549.91,3631.17,1
75.278256,-42.544477,46384.5043,3081.35,3486.9347,2002051801002,549.93,3631.28,1
75.278128,-42.544647,46384.6064,3081.47,3486.9504,2002051801002,549.95,3631.42,1
75.278001,-42.544817,46384.7085,3081.62,3486.9661,2002051801002,549.97,3631.59,1
75.277874,-42.544986,46384.8106,3081.78,3486.9818,2002051801002,549.98,3631.76,1
75.277747,-42.545156,46384.9127,3081.94,3486.9976,2002051801002,550.00,3631.95,1
75.277620,-42.545325,46385.0148,3082.12,3487.0136,2002051801002,550.02,3632.14,1
75.277492,-42.545491,46385.1168,3082.31,3487.0316,2002051801002,550.03,3632.34,1
75.277364,-42.545656,46385.2188,3082.55,3487.0495,2002051801002,550.05,3632.60,1
75.277237,-42.545822,46385.3208,3082.89,3487.0675,2002051801002,550.06,3632.95,1
75.277109,-42.545988,46385.4229,3083.30,3487.0854,2002051801002,550.08,3633.38,1
75.276982,-42.546153,46385.5249,3083.76,3487.1045,2002051801002,550.11,3633.86,1
75.276854,-42.546315,46385.6270,3084.22,3487.1269,2002051801002,550.13,3634.35,1
75.276726,-42.546477,46385.7291,3084.66,3487.1494,2002051801002,550.15,3634.81,1
75.276598,-42.546640,46385.8312,3085.01,3487.1719,2002051801002,550.17,3635.18,1
75.276470,-42.546802,46385.9333,3085.25,3487.1943,2002051801002,550.20,3635.45,1
75.276343,-42.546963,46386.0354,3085.40,3487.2113,2002051801002,550.20,3635.60,1
75.276214,-42.547121,46386.1374,3085.45,3487.2181,2002051801002,550.12,3635.57,1
75.276086,-42.547280,46386.2395,3085.36,3487.2248,2002051801002,549.96,3635.32,1
75.275958,-42.547438,46386.3415,3085.11,3487.2315,2002051801002,549.81,3634.91,1
75.275830,-42.547596,46386.4436,3084.73,3487.2383,2002051801002,549.66,3634.39,1
75.275702,-42.547753,46386.5456,3084.29,3487.2419,2002051801002,549.50,3633.79,1
75.275573,-42.547908,46386.6475,3083.83,3487.2417,2002051801002,549.35,3633.18,1
75.275445,-42.548062,46386.7494,3083.37,3487.2415,2002051801002,549.25,3632.62,1
75.275316,-42.548217,46386.8514,3082.91,3487.2413,2002051801002,549.23,3632.15,1
75.275188,-42.548371,46386.9533,3082.55,3487.2411,2002051801002,549.24,3631.79,1
75.275059,-42.548524,46387.0553,3082.32,3487.2434,2002051801002,549.25,3631.57,1
75.274930,-42.548674,46387.1573,3082.26,3487.2479,2002051801002,549.25,3631.51,1
75.274802,-42.548825,46387.2593,3082.29,3487.2524,2002051801002,549.25,3631.54,1
75.274673,-42.548975,46387.3613,3082.38,3487.2569,2002051801002,549.25,3631.63,1
75.274544,-42.549126,46387.4633,3082.50,3487.2614,2002051801002,549.26,3631.76,1
75.274415,-42.549274,46387.5653,3082.66,3487.2714,2002051801002,549.27,3631.93,1
75.274286,-42.549420,46387.6672,3082.83,3487.2844,2002051801002,549.28,3632.11,1
75.274157,-42.549567,46387.7692,3082.98,3487.2975,2002051801002,549.30,3632.28,1
75.274028,-42.549713,46387.8711,3083.12,3487.3105,2002051801002,549.31,3632.43,1
75.273899,-42.549859,46387.9730,3083.22,3487.3235,2002051801002,549.33,3632.55,1
75.273770,-42.550002,46388.0749,3083.27,3487.3351,2002051801002,549.34,3632.61,1
75.273640,-42.550144,46388.1768,3083.24,3487.3461,2002051801002,549.34,3632.58,1
75.273511,-42.550286,46388.2787,3083.06,3487.3571,2002051801002,549.36,3632.42,1
75.273382,-42.550428,46388.3805,3082.74,3487.3681,2002051801002,549.37,3632.11,1
75.273252,-42.550570,46388.4824,3082.32,3487.3791,2002051801002,549.37,3631.70,1
75.273123,-42.550709,46388.5843,3081.82,3487.3889,2002051801002,549.39,3631.20,1
75.272993,-42.550848,46388.6862,3081.26,3487.3985,2002051801002,549.40,3630.66,1
75.272863,-42.550986,46388.7882,3080.70,3487.4081,2002051801002,549.40,3630.11,1
75.272734,-42.551124,46388.8901,3080.15,3487.4177,2002051801002,549.42,3629.57,1
75.272604,-42.551262,46388.9920,3079.65,3487.4273,2002051801002,549.43,3629.07,1
75.272474,-42.551397,46389.0940,3079.22,3487.4383,2002051801002,549.43,3628.65,1
75.272344,-42.551531,46389.1960,3078.85,3487.4496,2002051801002,549.45,3628.30,1
75.272214,-42.551665,46389.2980,3078.48,3487.4608,2002051801002,549.46,3627.94,1
75.272084,-42.551799,46389.4000,3078.10,3487.4720,2002051801002,549.47,3627.57,1
75.271954,-42.551933,46389.5020,3077.72,3487.4834,2002051801002,549.48,3627.20,1
75.271824,-42.552062,46389.6039,3077.35,3487.5015,2002051801002,549.50,3626.85,1
75.271694,-42.552192,46389.7058,3077.01,3487.5196,2002051801002,549.52,3626.53,1
75.271564,-42.552321,46389.8077,3076.72,3487.5378,2002051801002,549.54,3626.26,1
75.271434,-42.552451,46389.9095,3076.49,3487.5559,2002051801002,549.55,3626.04,1
75.271303,-42.552580,46390.0114,3076.32,3487.5744,2002051801002,549.57,3625.90,1
75.271173,-42.552706,46390.1132,3076.24,3487.5962,2002051801002,549.60,3625.84,1
75.271042,-42.552831,46390.2149,3076.23,3487.6180,2002051801002,549.62,3625.85,1
75.270912,-42.552957,46390.3167,3076.23,3487.6398,2002051801002,549.64,3625.87,1
75.270782,-42.553082,46390.4185,3076.23,3487.6615,2002051801002,549.66,3625.89,1
75.270651,-42.553207,46390.5202,3076.23,3487.6822,2002051801002,549.68,3625.91,1
75.270520,-42.553328,46390.6220,3076.23,3487.6983,2002051801002,549.70,3625.93,1
75.270390,-42.553450,46390.7238,3076.23,3487.7144,2002051801002,549.72,3625.95,1
75.270259,-42.553571,46390.8256,3076.23,3487.7305,2002051801002,549.73,3625.97,1
75.270128,-42.553693,46390.9274,3076.23,3487.7465,2002051801002,549.75,3625.98,1
75.269997,-42.553813,46391.0293,3076.23,3487.7619,2002051801002,549.76,3626.00,1
75.269866,-42.553930,46391.1311,3076.23,3487.7753,2002051801002,549.78,3626.01,1
75.269735,-42.554047,46391.2329,3076.22,3487.7887,2002051801002,549.79,3626.02,1
75.269604,-42.554165,46391.3348,3076.21,3487.8022,2002051801002,549.81,3626.02,1
75.269474,-42.554282,46391.4366,3076.20,3487.8156,2002051801002,549.82,3626.02,1
75.269342,-42.554398,46391.5384,3076.17,3487.8285,2002051801002,549.82,3626.00,1
75.269211,-42.554511,46391.6401,3076.14,3487.8405,2002051801002,549.84,3625.98,1
75.269080,-42.554624,46391.7418,3076.10,3487.8525,2002051801002,549.85,3625.95,1
75.268949,-42.554738,46391.8435,3076.05,3487.8645,2002051801002,549.87,3625.92,1
75.268818,-42.554851,46391.9453,3076.00,3487.8765,2002051801002,549.88,3625.88,1
75.268686,-42.554962,46392.0470,3075.95,3487.8903,2002051801002,549.89,3625.83,1
75.268555,-42.555072,46392.1489,3075.86,3487.9062,2002051801002,549.91,3625.78,1
75.268423,-42.555181,46392.2508,3075.69,3487.9221,2002051801002,549.93,3625.62,1
75.268292,-42.555290,46392.3527,3075.35,3487.9380,2002051801002,549.94,3625.29,1
75.268161,-42.555399,46392.4546,3074.88,3487.9539,2002051801002,549.96,3624.84,1
75.268029,-42.555506,46392.5563,3074.33,3487.9672,2002051801002,549.97,3624.30,1
75.267897,-42.555611,46392.6579,3073.74,3487.9784,2002051801002,549.97,3623.71,1
75.267766,-42.555716,46392.7594,3073.15,3487.9895,2002051801002,549.99,3623.14,1
75.267634,-42.555821,46392.8610,3072.63,3488.0007,2002051801002,550.00,3622.63,1
75.267503,-42.555925,46392.9626,3072.21,3488.0119,2002051801002,550.01,3622.22,1
75.267371,-42.556028,46393.0642,3071.94,3488.0172,2002051801002,550.01,3621.95,1
75.267239,-42.556129,46393.1660,3071.86,3488.0190,2002051801002,550.01,3621.87,1
75.267107,-42.556230,46393.2677,3071.95,3488.0208,2002051801002,550.02,3621.97,1
75.266975,-42.556331,46393.3694,3072.15,3488.0226,2002051801002,550.03,3622.18,1
