Latitude,Longitude,Time,Thick,Elevation,Frame,Surface,Bottom,Quality,Date
68.942859,-25.745391,49927.7355,0,524.6255,2.01E+12,464.83,464.83,1,4/26/2011
68.942879,-25.745716,49927.8646,0,524.7481,2.01E+12,464.83,464.83,1,4/26/2011
77.931183,-63.770661,63610.8797,1296.27,2196.0283,2.01E+12,479.82,1776.09,1,3/27/2012
77.930916,-63.770695,63611.1156,1294.58,2195.9897,2.01E+12,479.82,1774.39,1,3/27/2012
77.930646,-63.770728,63611.3514,1292.88,2195.9477,2.01E+12,479.82,1772.7,1,3/27/2012
77.930377,-63.77076,63611.5873,1291.18,2195.9028,2.01E+12,479.82,1771,1,3/27/2012
76.807718,-66.267991,40352.2402,579.94,1682.1483,2.01E+12,519.79,1099.73,1,4/4/2012
76.807737,-66.266816,40352.4633,589.03,1681.6661,2.01E+12,518.64,1107.67,1,4/4/2012
76.807757,-66.265642,40352.6865,584.43,1681.1757,2.01E+12,516.81,1101.24,1,4/4/2012
76.807776,-66.264467,40352.9096,582.65,1680.679,2.01E+12,514.97,1097.62,1,4/4/2012
66.969762,-49.477981,38746.9469,480.07,1602.6653,2.01E+12,634.71,1114.78,1,4/13/2012
66.969828,-49.477315,38747.1768,480.25,1602.6481,2.01E+12,634.71,1114.96,1,4/13/2012
66.969893,-49.476649,38747.4067,481.46,1602.6427,2.01E+12,632.88,1114.33,1,4/13/2012
66.969959,-49.475982,38747.6366,482.93,1602.6493,2.01E+12,631.04,1113.97,1,4/13/2012
66.970024,-49.475316,38747.8665,484.4,1602.6667,2.01E+12,629.21,1113.61,1,4/13/2012
68.71726,-28.919629,57664.0779,0,2373.5711,2.01E+12,996.31,996.31,1,4/16/2012
68.717213,-28.920358,57664.2978,0,2373.7321,2.01E+12,992.54,992.54,1,4/16/2012
68.717165,-28.921092,57664.5177,0,2373.8855,2.01E+12,988.77,988.77,1,4/16/2012
67.019477,-50.160319,37590.5807,0,1846.5866,2.01E+12,1604.44,1604.44,1,4/20/2012
67.019585,-50.16005,37590.8301,0,1846.5313,2.01E+12,1606.86,1606.86,1,4/20/2012
67.019778,-50.159569,37591.0795,0,1846.4305,2.01E+12,1609.28,1609.28,1,4/20/2012
66.403871,-52.098717,38477.4729,0,2112.1073,2.01E+12,764.15,764.15,1,4/25/2012
66.403618,-52.0985,38477.6988,0,2111.4085,2.01E+12,759.6,759.6,1,4/25/2012
66.403363,-52.098282,38477.9245,0,2110.6617,2.01E+12,754.99,754.99,1,4/25/2012
66.403108,-52.098063,38478.1503,0,2109.8707,2.01E+12,750.39,750.39,1,4/25/2012
74.15231,-53.549091,55825.962,1365.64,3707.4404,2.01E+12,2098.7,3464.33,1,5/2/2012
74.152567,-53.549355,55826.1696,1365.49,3707.4346,2.01E+12,2098.7,3464.18,1,5/2/2012
76.52874,-47.797171,44615.7647,2557.77,3147.5567,2.01E+12,469.82,3027.59,1,5/7/2012
76.52885,-47.796118,44615.9676,2559.04,3147.5702,2.01E+12,469.82,3028.87,1,5/7/2012
76.330427,-24.393174,54823.41,0,1583.5514,2.01E+12,527.05,527.05,1,5/8/2012
76.330683,-24.392831,54823.6283,0,1582.6422,2.01E+12,526.9,526.9,1,5/8/2012
77.692907,-68.504956,45973.4344,0,5632.2962,2.01E+12,5349.86,5349.86,1,3/31/2013
77.693168,-68.504661,45973.6113,0,5632.2045,2.01E+12,5354.76,5354.76,1,3/31/2013
77.693429,-68.504365,45973.7882,0,5632.1139,2.01E+12,5359.84,5359.84,1,3/31/2013
78.882894,-66.281128,60124.1527,182.83,5675.7397,2.01E+12,5111.67,5294.5,1,3/26/2013
78.88263,-66.281329,60124.3483,184.02,5675.6954,2.01E+12,5109.56,5293.58,1,3/26/2013
78.882362,-66.281533,60124.5438,182.2,5675.6509,2.01E+12,5107.79,5289.99,1,3/26/2013
76.708239,-69.095025,42056.765,0,1550.7976,2.01E+12,1069.4,1069.4,1,4/2/2013
76.708482,-69.094538,42057.0238,0,1552.286,2.01E+12,1069.4,1069.4,1,4/2/2013
76.708727,-69.094047,42057.2827,0,1553.7452,2.01E+12,1068.67,1068.67,1,4/2/2013
76.70897,-69.09356,42057.5416,0,1555.1733,2.01E+12,1066.86,1066.86,1,4/2/2013
66.289069,-50.164413,39773.479,0,1398.0666,2.01E+12,329.23,329.23,1,4/5/2013
66.288967,-50.163794,39773.7584,0,1396.4162,2.01E+12,326.49,326.49,1,4/5/2013
66.288865,-50.163183,39774.0376,0,1394.6515,2.01E+12,323.76,323.76,1,4/5/2013
66.899347,-50.066052,39948.7358,0,1033.6481,2.01E+12,395.05,395.05,1,4/9/2013
66.899394,-50.065381,39948.9901,0,1033.8936,2.01E+12,398.96,398.96,1,4/9/2013
66.899442,-50.064701,39949.2445,0,1034.1493,2.01E+12,404.04,404.04,1,4/9/2013
67.086859,-50.055516,39040.3675,361.36,1409.9962,2.01E+12,826.44,1187.79,0,4/11/2013
67.086892,-50.054834,39040.6267,362.49,1409.566,2.01E+12,825.52,1188.01,0,4/11/2013
67.086924,-50.054151,39040.8858,363.46,1409.115,2.01E+12,824.88,1188.34,0,4/11/2013
67.086957,-50.053464,39041.1448,364.29,1408.6484,2.01E+12,824.5,1188.79,0,4/11/2013
67.399357,-50.35732,39363.6146,0,1617.5357,2.01E+12,1324.08,1324.08,1,4/15/2013
67.399619,-50.35715,39363.8491,0,1617.836,2.01E+12,1324.08,1324.08,1,4/15/2013
67.399878,-50.356985,39364.0836,0,1618.1342,2.01E+12,1323.64,1323.64,1,4/15/2013
67.40014,-50.356822,39364.3183,0,1618.4321,2.01E+12,1322.34,1322.34,1,4/15/2013
79.77038,-59.662445,53535.9182,723.86,2145.8543,2.01E+12,898.78,1622.63,0,4/20/2013
79.770422,-59.660954,53536.1419,724.24,2146.0049,2.01E+12,898.1,1622.34,0,4/20/2013
79.770465,-59.659463,53536.3654,724.61,2146.1513,2.01E+12,897.44,1622.05,0,4/20/2013
79.770509,-59.657961,53536.5889,724.99,2146.2927,2.01E+12,896.77,1621.76,0,4/20/2013
76.784508,-70.163496,40022.5909,0,3593.9506,2.01E+12,3582.47,3582.47,1,4/25/2013
76.784745,-70.164056,40022.8113,0,3595.4415,2.01E+12,3582.47,3582.47,1,4/25/2013
76.784979,-70.16461,40023.0318,0,3596.9322,2.01E+12,3582.48,3582.48,1,4/25/2013
76.785215,-70.16517,40023.2522,0,3598.4227,2.01E+12,3587.47,3587.47,1,4/25/2013
81.537553,-30.314664,59698.4844,0,5100.0621,2.01E+12,4609.07,4609.07,1,3/13/2013
81.537534,-30.31511,59698.5889,0,5100.079,2.01E+12,4610.17,4610.17,1,3/13/2013
81.537515,-30.31554,59698.6934,0,5100.0951,2.01E+12,4611.26,4611.26,1,3/13/2013
78.056635,-67.460937,48948.0977,799.55,5415.3649,2.01E+12,3887.17,4686.71,1,3/14/2013
78.056763,-67.460785,48948.2012,799.55,5415.3609,2.01E+12,3887.17,4686.71,1,3/14/2013
78.056894,-67.46063,48948.3047,799.55,5415.3566,2.01E+12,3887.17,4686.71,1,3/14/2013
78.057024,-67.460476,48948.4081,799.55,5415.3521,2.01E+12,3887.17,4686.71,1,3/14/2013
