LAT,LON,TIME,THICK,ELEVATION,FRAME,SURFACE,BOTTOM,QUALITY
69.157967,-49.630075,73949.4645,  0.00,323.4197,2008071509002,276.43,276.43,1
69.158082,-49.630758,73949.8990,  0.00,322.0157,2008071509002,275.82,275.82,1
69.158195,-49.631438,73950.3328,  0.00,320.5836,2008071509002,280.82,280.82,1
69.158308,-49.632120,73950.7661,  0.00,319.1445,2008071509002,288.97,288.97,1
69.158422,-49.632809,73951.1988,  0.00,317.6984,2008071509002,289.58,289.58,1
69.158534,-49.633493,73951.6308,  0.00,316.2700,2008071509002,286.43,286.43,1
69.158647,-49.634179,73952.0622,  0.00,314.8600,2008071509002,289.58,289.58,1
69.158761,-49.634859,73952.4933,  0.00,313.4867,2008071509002,288.96,288.96,1
69.158876,-49.635543,73952.9237,  0.00,312.1274,2008071509002,281.43,281.43,1
69.158993,-49.636225,73953.3536,  0.00,310.8057,2008071509002,279.58,279.58,1
69.159113,-49.636903,73953.7833,  0.00,309.5414,2008071509002,275.82,275.82,1
69.159236,-49.637573,73954.2132,  0.00,308.3518,2008071509002,275.19,275.19,1
69.159361,-49.638237,73954.6432,  0.00,307.2071,2008071509002,275.19,275.19,1
69.159492,-49.638900,73955.0734,  0.00,306.0632,2008071509002,273.34,273.34,1
69.159626,-49.639551,73955.5041,  0.00,304.9109,2008071509002,262.06,262.06,1
69.159764,-49.640200,73955.9347,  0.00,303.7182,2008071509002,260.20,260.20,1
69.159906,-49.640837,73956.3655,  0.00,302.4646,2008071509002,260.20,260.20,1
69.160052,-49.641468,73956.7961,  0.00,301.1063,2008071509002,262.06,262.06,1
69.160201,-49.642093,73957.2262,  0.00,299.6340,2008071509002,271.50,271.50,1
69.160354,-49.642719,73957.6559,  0.00,298.0580,2008071509002,262.05,262.05,1
69.160506,-49.643335,73958.0852,  0.00,296.4578,2008071509002,260.20,260.20,1
69.160659,-49.643950,73958.5134,  0.00,294.8375,2008071509002,262.04,262.04,1
69.160812,-49.644574,73958.9405,  0.00,293.2008,2008071509002,270.93,270.93,1
69.160964,-49.645202,73959.3663,  0.00,291.5754,2008071509002,257.64,257.64,1
69.161112,-49.645837,73959.7913,  0.00,289.9722,2008071509002,254.60,254.60,1
69.161255,-49.646470,73960.2158,  0.00,288.4149,2008071509002,250.82,250.82,1
69.161396,-49.647119,73960.6403,  0.00,286.8551,2008071509002,250.21,250.21,1
69.161531,-49.647766,73961.0653,  0.00,285.3290,2008071509002,250.81,250.81,1
69.161663,-49.648430,73961.4909,  0.00,283.7989,2008071509002,254.61,254.61,1
69.161789,-49.649090,73961.9163,  0.00,282.3318,2008071509002,254.01,254.01,1
69.161912,-49.649766,73962.3419,  0.00,280.8995,2008071509002,245.82,245.82,1
69.162031,-49.650447,73962.7679,  0.00,279.5358,2008071509002,237.81,237.81,1
69.162144,-49.651128,73963.1945,  0.00,278.2594,2008071509002,218.23,218.23,1
69.162254,-49.651818,73963.6223,  0.00,277.0604,2008071509002,214.63,214.63,1
69.162358,-49.652513,73964.0516,  0.00,275.9562,2008071509002,212.02,212.02,1
69.162458,-49.653212,73964.4819,  0.00,274.9362,2008071509002,219.03,219.03,1
69.162554,-49.653919,73964.9132,  0.00,273.9793,2008071509002,222.60,222.60,1
69.162646,-49.654630,73965.3451,  0.00,273.0858,2008071509002,237.83,237.83,1
69.162734,-49.655337,73965.7772,  0.00,272.2630,2008071509002,240.21,240.21,1
69.162821,-49.656051,73966.2095,  0.00,271.4956,2008071509002,240.21,240.21,1
69.162908,-49.656766,73966.6420,  0.00,270.7792,2008071509002,239.62,239.62,1
69.162994,-49.657480,73967.0747,  0.00,270.1069,2008071509002,235.82,235.82,1
69.163081,-49.658200,73967.5075,  0.00,269.4739,2008071509002,234.62,234.62,1
69.163167,-49.658908,73967.9403,  0.00,268.9021,2008071509002,232.02,232.02,1
69.163256,-49.659625,73968.3730,  0.00,268.3817,2008071509002,239.01,239.01,1
69.163344,-49.660338,73968.8056,  0.00,267.9266,2008071509002,239.61,239.61,1
69.163431,-49.661051,73969.2383,  0.00,267.5282,2008071509002,236.41,236.41,1
69.163517,-49.661770,73969.6711,  0.00,267.1836,2008071509002,239.02,239.02,1
69.163602,-49.662486,73970.1039,  0.00,266.8963,2008071509002,235.81,235.81,1
69.163685,-49.663207,73970.5370,  0.00,266.6614,2008071509002,234.62,234.62,1
69.163765,-49.663931,73970.9704,  0.00,266.4915,2008071509002,230.82,230.82,1
69.163842,-49.664656,73971.4047,  0.00,266.3855,2008071509002,230.81,230.81,1
69.163916,-49.665382,73971.8399,  0.00,266.3309,2008071509002,233.45,233.45,1
69.163986,-49.666109,73972.2758,  0.00,266.3201,2008071509002,225.22,225.22,1
69.164055,-49.666837,73972.7125,  0.00,266.3487,2008071509002,216.41,216.41,1
69.164121,-49.667571,73973.1503,  0.00,266.4235,2008071509002,214.63,214.63,1
69.164184,-49.668306,73973.5886,  0.00,266.5547,2008071509002,210.82,210.82,1
69.164246,-49.669035,73974.0275,  0.00,266.7365,2008071509002,210.82,210.82,1
69.164308,-49.669774,73974.4668,  0.00,266.9675,2008071509002,217.60,217.60,1
69.164370,-49.670512,73974.9066,  0.00,267.2511,2008071509002,236.64,236.64,1
69.164432,-49.671248,73975.3468,  0.00,267.5962,2008071509002,236.41,236.41,1
69.164496,-49.671977,73975.7879,  0.00,268.0089,2008071509002,239.61,239.61,1
69.164562,-49.672713,73976.2301,  0.00,268.4905,2008071509002,240.21,240.21,1
69.164631,-49.673446,73976.6734,  0.00,269.0165,2008071509002,240.21,240.21,1
69.164703,-49.674175,73977.1178,  0.00,269.5737,2008071509002,240.21,240.21,1
69.164777,-49.674900,73977.5630,  0.00,270.1655,2008071509002,240.21,240.21,1
69.164854,-49.675622,73978.0090,  0.00,270.7816,2008071509002,239.02,239.02,1
69.164934,-49.676339,73978.4559,  0.00,271.4041,2008071509002,231.42,231.42,1
69.165017,-49.677063,73978.9036,  0.00,272.0311,2008071509002,230.23,230.23,1
69.165103,-49.677777,73979.3525,  0.00,272.6493,2008071509002,230.23,230.23,1
69.165190,-49.678487,73979.8026,  0.00,273.2628,2008071509002,232.01,232.01,1
69.165281,-49.679199,73980.2536,  0.00,273.8720,2008071509002,243.42,243.42,1
69.165374,-49.679908,73980.7054,  0.00,274.4625,2008071509002,245.22,245.22,1
69.165467,-49.680614,73981.1580,  0.00,275.0311,2008071509002,245.22,245.22,1
69.165563,-49.681317,73981.6113,  0.00,275.5791,2008071509002,245.22,245.22,1
69.165659,-49.682024,73982.0650,  0.00,276.1171,2008071509002,245.22,245.22,1
69.165756,-49.682729,73982.5190,  0.00,276.6486,2008071509002,245.22,245.22,1
69.165853,-49.683434,73982.9733,  0.00,277.1835,2008071509002,245.22,245.22,1
69.165949,-49.684138,73983.4280,  0.00,277.7172,2008071509002,245.22,245.22,1
69.166045,-49.684843,73983.8831,  0.00,278.2436,2008071509002,245.22,245.22,1
69.166141,-49.685547,73984.3386,  0.00,278.7732,2008071509002,245.22,245.22,1
69.166235,-49.686253,73984.7946,  0.00,279.3279,2008071509002,245.22,245.22,1
69.166329,-49.686959,73985.2505,  0.00,279.9198,2008071509002,245.22,245.22,1
69.166423,-49.687666,73985.7061,  0.00,280.5414,2008071509002,245.80,245.80,1
69.166516,-49.688379,73986.1611,  0.00,281.1772,2008071509002,249.62,249.62,1
69.166609,-49.689088,73986.6153,  0.00,281.8174,2008071509002,251.40,251.40,1
69.166700,-49.689794,73987.0689,  0.00,282.4688,2008071509002,259.02,259.02,1
69.166793,-49.690505,73987.5222,  0.00,283.1386,2008071509002,260.20,260.20,1
69.166884,-49.691213,73987.9751,  0.00,283.7972,2008071509002,260.80,260.80,1
69.166976,-49.691921,73988.4272,  0.00,284.4232,2008071509002,263.43,263.43,1
69.167069,-49.692631,73988.8785,  0.00,285.0129,2008071509002,256.40,256.40,1
69.167161,-49.693342,73989.3290,  0.00,285.5853,2008071509002,255.21,255.21,1
69.167254,-49.694053,73989.7785,  0.00,286.1559,2008071509002,255.21,255.21,1
69.167347,-49.694756,73990.2270,  0.00,286.7139,2008071509002,255.21,255.21,1
69.167441,-49.695469,73990.6745,  0.00,287.2708,2008071509002,255.21,255.21,1
69.167537,-49.696176,73991.1214,  0.00,287.8261,2008071509002,255.81,255.81,1
69.167633,-49.696878,73991.5680,  0.00,288.3957,2008071509002,259.02,259.02,1
69.167731,-49.697584,73992.0142,  0.00,289.0003,2008071509002,255.81,255.81,1
69.167831,-49.698284,73992.4601,  0.00,289.6188,2008071509002,255.80,255.80,1
69.167934,-49.698987,73992.9055,  0.00,290.2487,2008071509002,259.02,259.02,1
69.168037,-49.699684,73993.3503,  0.00,290.8719,2008071509002,255.81,255.81,1
69.168141,-49.700375,73993.7949,  0.00,291.4873,2008071509002,257.00,257.00,1
69.168247,-49.701070,73994.2392,  0.00,292.1126,2008071509002,268.42,268.42,1
69.168353,-49.701766,73994.6830,  0.00,292.7541,2008071509002,269.61,269.61,1
69.168459,-49.702463,73995.1265,  0.00,293.4065,2008071509002,265.79,265.79,1
69.168563,-49.703157,73995.5695,  0.00,294.0708,2008071509002,264.61,264.61,1
69.168667,-49.703856,73996.0123,  0.00,294.7661,2008071509002,260.80,260.80,1
69.168769,-49.704553,73996.4549,  0.00,295.5059,2008071509002,260.80,260.80,1
69.168870,-49.705256,73996.8976,  0.00,296.3196,2008071509002,264.61,264.61,1
69.168969,-49.705961,73997.3405,  0.00,297.2013,2008071509002,265.20,265.20,1
69.169067,-49.706667,73997.7836,  0.00,298.1392,2008071509002,265.20,265.20,1
69.169162,-49.707374,73998.2272,  0.00,299.1169,2008071509002,265.79,265.79,1
69.169255,-49.708077,73998.6717,  0.00,300.1113,2008071509002,269.61,269.61,1
69.169347,-49.708787,73999.1169,  0.00,301.1197,2008071509002,270.79,270.79,1
69.169437,-49.709503,73999.5626,  0.00,302.1216,2008071509002,274.61,274.61,1
69.169525,-49.710215,74000.0086,  0.00,303.0958,2008071509002,274.61,274.61,1
69.169611,-49.710928,74000.4548,  0.00,304.0503,2008071509002,270.79,270.79,1
69.169695,-49.711648,74000.9013,  0.00,304.9950,2008071509002,270.79,270.79,1
69.169778,-49.712368,74001.3482,  0.00,305.9354,2008071509002,274.61,274.61,1
69.169859,-49.713084,74001.7955,  0.00,306.8825,2008071509002,275.19,275.19,1
69.169939,-49.713805,74002.2433,  0.00,307.8601,2008071509002,275.79,275.79,1
69.170018,-49.714526,74002.6915,  0.00,308.8637,2008071509002,279.61,279.61,1
69.170096,-49.715248,74003.1401,  0.00,309.8797,2008071509002,279.02,279.02,1
69.170173,-49.715976,74003.5889,  0.00,310.8965,2008071509002,271.38,271.38,1
69.170249,-49.716699,74004.0380,  0.00,311.8866,2008071509002,270.20,270.20,1
69.170323,-49.717422,74004.4875,  0.00,312.8507,2008071509002,270.20,270.20,1
69.170396,-49.718152,74004.9373,  0.00,313.7882,2008071509002,271.38,271.38,1
69.170467,-49.718877,74005.3874,  0.00,314.6800,2008071509002,279.03,279.03,1
69.170536,-49.719608,74005.8378,  0.00,315.5362,2008071509002,281.37,281.37,1
69.170604,-49.720334,74006.2884,  0.00,316.3404,2008071509002,289.61,289.61,1
69.170671,-49.721067,74006.7391,  0.00,317.0886,2008071509002,294.02,294.02,1
69.170736,-49.721802,74007.1899,  0.00,317.7466,2008071509002,290.78,290.78,1
69.170799,-49.722532,74007.6406,  0.00,318.2816,2008071509002,290.20,290.20,1
69.170862,-49.723269,74008.0908,  0.00,318.6768,2008071509002,290.20,290.20,1
69.170923,-49.724003,74008.5405,  0.00,318.9087,2008071509002,290.20,290.20,1
69.170983,-49.724738,74008.9893,  0.00,318.9778,2008071509002,289.60,289.60,1
69.171043,-49.725474,74009.4375,  0.00,318.8766,2008071509002,285.19,285.19,1
69.171101,-49.726212,74009.8851,  0.00,318.6265,2008071509002,280.78,280.78,1
69.171159,-49.726952,74010.3320,  0.00,318.2628,2008071509002,280.20,280.20,1
69.171216,-49.727688,74010.7783,  0.00,317.8174,2008071509002,280.78,280.78,1
69.171272,-49.728431,74011.2238,  0.00,317.3063,2008071509002,284.61,284.61,1
69.171325,-49.729171,74011.6686,  0.00,316.7497,2008071509002,284.61,284.61,1
69.171377,-49.729912,74012.1131,  0.00,316.1492,2008071509002,280.20,280.20,1
69.171427,-49.730655,74012.5574,  0.00,315.5122,2008071509002,275.77,275.77,1
69.171475,-49.731400,74013.0017,  0.00,314.8325,2008071509002,274.62,274.62,1
69.171519,-49.732140,74013.4457,  0.00,314.1042,2008071509002,267.88,267.88,1
69.171562,-49.732893,74013.8895,  0.00,313.3088,2008071509002,245.21,245.21,1
69.171602,-49.733637,74014.3331,  0.00,312.4719,2008071509002,221.97,221.97,1
69.171640,-49.734382,74014.7764,  0.00,311.5877,2008071509002,210.81,210.81,1
69.171674,-49.735134,74015.2195,  0.00,310.6515,2008071509002,205.82,205.82,1
